"","initialyear","team","Final Year","ra5","finalyear","ra5playoff"
"64",1906,"STL",1910,-1.22733225743233,1910,0
"65",1907,"ATL",1911,-1.35254929688989,1911,0
"66",1907,"BAL",1911,-0.891866196403624,1911,0
"67",1907,"BOS",1911,-0.023214794132153,1911,0
"68",1907,"CHC",1911,1.4505381475072,1911,2.8
"69",1907,"CHW",1911,0.200043382458835,1911,0
"70",1907,"CIN",1911,-0.239846295832036,1911,0
"71",1907,"CLE",1911,0.205869077634366,1911,0
"72",1907,"DET",1911,0.845921796855792,1911,2.4
"73",1907,"LAD",1911,-0.908395780312421,1911,0
"74",1907,"MIN",1911,-1.03773139199071,1911,0
"75",1907,"NYY",1911,-0.245068354505581,1911,0
"76",1907,"OAK",1911,0.854326776419128,1911,2
"77",1907,"PHI",1911,0.20233761709276,1911,0
"78",1907,"PIT",1911,0.994379375352138,1911,1
"79",1907,"SFG",1911,0.945515486454563,1911,0.8
"80",1907,"STL",1911,-1.00025954970837,1911,0
"81",1908,"ATL",1912,-1.41352139013706,1912,0
"82",1908,"BAL",1912,-1.07499652984847,1912,0
"83",1908,"BOS",1912,0.493651697312368,1912,1
"84",1908,"CHC",1912,1.22994042497684,1912,1.8
"85",1908,"CHW",1912,0.0770840303234726,1912,0
"86",1908,"CIN",1912,-0.141737634903613,1912,0
"87",1908,"CLE",1912,0.0737504516414751,1912,0
"88",1908,"DET",1912,0.562195141246031,1912,1.6
"89",1908,"LAD",1912,-0.987401002726846,1912,0
"90",1908,"MIN",1912,-0.555530028129692,1912,0
"91",1908,"NYY",1912,-0.47370963869027,1912,0
"92",1908,"OAK",1912,0.852825099105941,1912,2
"93",1908,"PHI",1912,0.0721909589464757,1912,0
"94",1908,"PIT",1912,0.989919746269043,1912,1
"95",1908,"SFG",1912,1.16142330505975,1912,1.6
"96",1908,"STL",1912,-0.866084630445435,1912,0
"97",1909,"ATL",1913,-1.34232443140618,1913,0
"98",1909,"BAL",1913,-1.39898626731308,1913,0
"99",1909,"BOS",1913,0.55668236395852,1913,1
"100",1909,"CHC",1913,1.1302197294327,1913,0.8
"101",1909,"CHW",1913,-0.0262432291445706,1913,0
"102",1909,"CIN",1913,-0.254823226268583,1913,0
"103",1909,"CLE",1913,0.0533638641713011,1913,0
"104",1909,"DET",1913,0.275592593737991,1913,0.8
"105",1909,"LAD",1913,-0.851718675917149,1913,0
"106",1909,"MIN",1913,-0.251897735393603,1913,0
"107",1909,"NYY",1913,-0.420967983878442,1913,0
"108",1909,"OAK",1913,1.22454932384475,1913,3
"109",1909,"PHI",1913,0.160835959540559,1913,0
"110",1909,"PIT",1913,0.768863926714613,1913,1
"111",1909,"SFG",1913,1.24651583954887,1913,2.4
"112",1909,"STL",1913,-0.86966205162769,1913,0
"113",1910,"ATL",1914,-0.760414031364766,1914,1
"114",1910,"BAL",1914,-1.34776692659468,1914,0
"115",1910,"BOS",1914,0.675982088579849,1914,1
"116",1910,"CHC",1914,0.882674778834821,1914,0.8
"117",1910,"CHW",1914,-0.154868176213577,1914,0
"118",1910,"CIN",1914,-0.537679283948631,1914,0
"119",1910,"CLE",1914,-0.319262298245578,1914,0
"120",1910,"DET",1914,0.11850856091747,1914,0
"121",1910,"LAD",1914,-0.677269140600632,1914,0
"122",1910,"MIN",1914,0.145858185791158,1914,0
"123",1910,"NYY",1914,-0.511131836976385,1914,0
"124",1910,"OAK",1914,1.40761924129976,1914,3.8
"125",1910,"PHI",1914,0.13621066008414,1914,0
"126",1910,"PIT",1914,0.31616558946671,1914,0
"127",1910,"SFG",1914,1.21266200132647,1914,2.4
"128",1910,"STL",1914,-0.587289412356122,1914,0
"129",1911,"ATL",1915,-0.385283133302784,1915,1
"130",1911,"BAL",1915,-1.15647325552313,1915,0
"131",1911,"BOS",1915,0.937246653936414,1915,2
"132",1911,"CHC",1915,0.498485682966752,1915,0
"133",1911,"CHW",1915,0.163869917469211,1915,0
"134",1911,"CIN",1915,-0.58924841354631,1915,0
"135",1911,"CLE",1915,-0.50198934370113,1915,0
"136",1911,"DET",1915,0.305077055363316,1915,0
"137",1911,"LAD",1915,-0.476789315979335,1915,0
"138",1911,"MIN",1915,0.386117674748628,1915,0
"139",1911,"NYY",1915,-0.749170962864103,1915,0
"140",1911,"OAK",1915,0.661159311185979,1915,2.8
"141",1911,"PHI",1915,0.292656965149109,1915,0.8
"142",1911,"PIT",1915,0.154443620410253,1915,0
"143",1911,"SFG",1915,0.937545020970145,1915,2.4
"144",1911,"STL",1915,-0.477647477283011,1915,0
"145",1912,"ATL",1916,0.165706887833229,1916,1
"146",1912,"BAL",1916,-0.745672942265784,1916,0
"147",1912,"BOS",1916,1.09739878055782,1916,3
"148",1912,"CHC",1916,0.180107665689656,1916,0
"149",1912,"CHW",1916,0.310681500272443,1916,0
"150",1912,"CIN",1916,-0.727733452091378,1916,0
"151",1912,"CLE",1916,-0.545451506988631,1916,0
"152",1912,"DET",1916,0.279326285308185,1916,0
"153",1912,"LAD",1916,-0.106784985928898,1916,0.8
"154",1912,"MIN",1916,0.525826627253799,1916,0
"155",1912,"NYY",1916,-0.705259237368874,1916,0
"156",1912,"OAK",1916,-0.164069006156299,1916,1.8
"157",1912,"PHI",1916,0.44056126030589,1916,0.8
"158",1912,"PIT",1916,-0.103787951897242,1916,0
"159",1912,"SFG",1916,0.776521748627312,1916,1.6
"160",1912,"STL",1916,-0.677371673151227,1916,0
"161",1913,"ATL",1917,0.371180271991676,1917,1
"162",1913,"BAL",1917,-0.760964305215216,1917,0
"163",1913,"BOS",1917,0.964476560881638,1917,2
"164",1913,"CHC",1917,-0.0205862425593087,1917,0
"165",1913,"CHW",1917,0.618058476877051,1917,1
"166",1913,"CIN",1917,-0.694425224966526,1917,0
"167",1913,"CLE",1917,-0.372387609594616,1917,0
"168",1913,"DET",1917,0.379421962657843,1917,0
"169",1913,"LAD",1917,0.00394981395090874,1917,0.8
"170",1913,"MIN",1917,0.325132719004833,1917,0
"171",1913,"NYY",1917,-0.491498936829075,1917,0
"172",1913,"OAK",1917,-0.61916744621254,1917,1.8
"173",1913,"PHI",1917,0.621912074081258,1917,0.8
"174",1913,"PIT",1917,-0.648182385173553,1917,0
"175",1913,"SFG",1917,0.777666548574726,1917,1.6
"176",1913,"STL",1917,-0.454586277469096,1917,0
"177",1914,"ATL",1918,0.261518452675141,1918,1
"178",1914,"BAL",1918,-0.609457748152357,1918,0
"179",1914,"BOS",1918,1.16803748311554,1918,3
"180",1914,"CHC",1918,0.245767338299569,1918,0.8
"181",1914,"CHW",1918,0.469750515828817,1918,1
"182",1914,"CIN",1918,-0.433216653203569,1918,0
"183",1914,"CLE",1918,-0.302577793516637,1918,0
"184",1914,"DET",1918,0.350268057489658,1918,0
"185",1914,"LAD",1918,0.028682226927287,1918,0.8
"186",1914,"MIN",1918,0.321411583003904,1918,0
"187",1914,"NYY",1918,-0.299416859623545,1918,0
"188",1914,"OAK",1918,-1.10850857165153,1918,0.8
"189",1914,"PHI",1918,0.299920612871419,1918,0.8
"190",1914,"PIT",1918,-0.634188265651107,1918,0
"191",1914,"SFG",1918,0.607238874481635,1918,0.8
"192",1914,"STL",1918,-0.365229252894221,1918,0
"193",1915,"ATL",1919,-0.174212747759177,1919,0
"194",1915,"BAL",1919,-0.546474652924833,1919,0
"195",1915,"BOS",1919,0.891141048913141,1919,3
"196",1915,"CHC",1919,0.291552054432895,1919,0.8
"197",1915,"CHW",1919,0.805040235135198,1919,1.8
"198",1915,"CIN",1919,0.163413539985088,1919,1
"199",1915,"CLE",1919,0.295273010697746,1919,0
"200",1915,"DET",1919,0.424217302913765,1919,0
"201",1915,"LAD",1919,0.0505002909579048,1919,0.8
"202",1915,"MIN",1919,0.0864939206822278,1919,0
"203",1915,"NYY",1919,-0.061621230095631,1919,0
"204",1915,"OAK",1919,-1.88208494980623,1919,0
"205",1915,"PHI",1919,0.0700145684216326,1919,0.8
"206",1915,"PIT",1919,-0.489688848713588,1919,0
"207",1915,"SFG",1919,0.700956894820377,1919,0.8
"208",1915,"STL",1919,-0.624520437660515,1919,0
"209",1916,"ATL",1920,-0.463145379196609,1920,0
"210",1916,"BAL",1920,-0.384287934891605,1920,0
"211",1916,"BOS",1920,0.507962213385859,1920,2
"212",1916,"CHC",1920,0.310947560677805,1920,0.8
"213",1916,"CHW",1920,0.856132425767016,1920,1.8
"214",1916,"CIN",1920,0.305171546594274,1920,1
"215",1916,"CLE",1920,0.838341973648306,1920,1
"216",1916,"DET",1920,-0.0978040678866568,1920,0
"217",1916,"LAD",1920,0.227903658469178,1920,1.6
"218",1916,"MIN",1920,-0.145469541400956,1920,0
"219",1916,"NYY",1920,0.285267739824844,1920,0
"220",1916,"OAK",1920,-1.84815812293142,1920,0
"221",1916,"PHI",1920,-0.30921559059047,1920,0
"222",1916,"PIT",1920,-0.415114367170671,1920,0
"223",1916,"SFG",1920,0.923693170320334,1920,0.8
"224",1916,"STL",1920,-0.592225284619224,1920,0
"225",1917,"ATL",1921,-0.58736132275474,1921,0
"226",1917,"BAL",1921,-0.352509377381675,1921,0
"227",1917,"BOS",1921,0.302052645236874,1921,1
"228",1917,"CHC",1921,0.257809060325381,1921,0.8
"229",1917,"CHW",1921,0.493469172649687,1921,1.8
"230",1917,"CIN",1921,0.425750233693746,1921,1
"231",1917,"CLE",1921,1.07805096669219,1921,1
"232",1917,"DET",1921,-0.308642134778073,1921,0
"233",1917,"LAD",1921,0.0116641520500053,1921,0.8
"234",1917,"MIN",1921,-0.0893347332938268,1921,0
"235",1917,"NYY",1921,0.542699419252568,1921,0.8
"236",1917,"OAK",1921,-1.65896624199746,1921,0
"237",1917,"PHI",1921,-0.851756654587735,1921,0
"238",1917,"PIT",1921,-0.077980371737984,1921,0
"239",1917,"SFG",1921,1.04825447459159,1921,1.8
"240",1917,"STL",1921,-0.233199287960553,1921,0
"241",1918,"ATL",1922,-0.897064133868676,1922,0
"242",1918,"BAL",1922,0.171490389575274,1922,0
"243",1918,"BOS",1922,-0.134396557828128,1922,1
"244",1918,"CHC",1922,0.341401739207932,1922,0.8
"245",1918,"CHW",1922,0.166891928382377,1922,0.8
"246",1918,"CIN",1922,0.547051005368702,1922,1
"247",1918,"CLE",1922,0.934782253564559,1922,1
"248",1918,"DET",1922,-0.296553450819866,1922,0
"249",1918,"LAD",1922,0.0887521917735076,1922,0.8
"250",1918,"MIN",1922,-0.177361049394739,1922,0
"251",1918,"NYY",1922,0.886642974649367,1922,1.6
"252",1918,"OAK",1922,-1.54386369185368,1922,0
"253",1918,"PHI",1922,-1.3086860638387,1922,0
"254",1918,"PIT",1922,0.405058982847036,1922,0
"255",1918,"SFG",1922,0.999255993444969,1922,2
"256",1918,"STL",1922,-0.183402511209941,1922,0
"257",1919,"ATL",1923,-1.02699101281459,1923,0
"258",1919,"BAL",1923,0.232074774051998,1923,0
"259",1919,"BOS",1923,-0.608471636020653,1923,0
"260",1919,"CHC",1923,0.00588189053063443,1923,0
"261",1919,"CHW",1923,0.174776556985608,1923,0.8
"262",1919,"CIN",1923,0.65291534334449,1923,1
"263",1919,"CLE",1923,0.807830262482982,1923,1
"264",1919,"DET",1923,-0.0437282574284473,1923,0
"265",1919,"LAD",1923,0.198819342699497,1923,0.8
"266",1919,"MIN",1923,-0.386207802727741,1923,0
"267",1919,"NYY",1923,1.25699191551859,1923,2.6
"268",1919,"OAK",1923,-1.43454026289377,1923,0
"269",1919,"PHI",1923,-1.53757847568315,1923,0
"270",1919,"PIT",1923,0.513396588280967,1923,0
"271",1919,"SFG",1923,1.10264706396261,1923,2.8
"272",1919,"STL",1923,0.0921837097109561,1923,0
"273",1920,"ATL",1924,-1.2230502234193,1924,0
"274",1920,"BAL",1924,0.226159158358636,1924,0
"275",1920,"BOS",1924,-0.706204226203183,1924,0
"276",1920,"CHC",1924,0.00647592077028178,1924,0
"277",1920,"CHW",1924,-0.205922456617919,1924,0
"278",1920,"CIN",1924,0.427302740976083,1924,0
"279",1920,"CLE",1924,0.4907359702989,1924,1
"280",1920,"DET",1924,-0.0297796506492875,1924,0
"281",1920,"LAD",1924,0.435968382105315,1924,0.8
"282",1920,"MIN",1924,0.00936913256808665,1924,1
"283",1920,"NYY",1924,1.31551355188839,1924,2.6
"284",1920,"OAK",1924,-1.1072393102862,1924,0
"285",1920,"PHI",1924,-1.58205472100435,1924,0
"286",1920,"PIT",1924,0.696456752181746,1924,0
"287",1920,"SFG",1924,1.13529207789709,1924,3.6
"288",1920,"STL",1924,0.110976901135705,1924,0
"289",1921,"ATL",1925,-1.12591151365998,1925,0
"290",1921,"BAL",1925,0.326479937624933,1925,0
"291",1921,"BOS",1925,-1.12327088053474,1925,0
"292",1921,"CHC",1925,-0.108435119697263,1925,0
"293",1921,"CHW",1925,-0.430573674604162,1925,0
"294",1921,"CIN",1925,0.412136976787033,1925,0
"295",1921,"CLE",1925,0.0912639023761457,1925,0
"296",1921,"DET",1925,0.261103245730371,1925,0
"297",1921,"LAD",1925,0.0727519527967357,1925,0
"298",1921,"MIN",1925,0.449074425988743,1925,1.8
"299",1921,"NYY",1925,0.941066675184971,1925,2.6
"300",1921,"OAK",1925,-0.522511462408848,1925,0
"301",1921,"PHI",1925,-1.51763409175337,1925,0
"302",1921,"PIT",1925,0.968060823278713,1925,1
"303",1921,"SFG",1925,1.16310157993504,1925,3.6
"304",1921,"STL",1925,0.143297222955667,1925,0
"305",1922,"ATL",1926,-1.32279925334925,1926,0
"306",1922,"BAL",1926,0.0384744174599105,1926,0
"307",1922,"BOS",1926,-1.57937915002461,1926,0
"308",1922,"CHC",1926,0.157332448805569,1926,0
"309",1922,"CHW",1926,-0.15251977040274,1926,0
"310",1922,"CIN",1926,0.672578116104959,1926,0
"311",1922,"CLE",1926,0.0308398348012247,1926,0
"312",1922,"DET",1926,0.381387761077823,1926,0
"313",1922,"LAD",1926,-0.0172517174613448,1926,0
"314",1922,"MIN",1926,0.474654708303956,1926,1.8
"315",1922,"NYY",1926,0.871836225168302,1926,2.6
"316",1922,"OAK",1926,-0.086688169353455,1926,0
"317",1922,"PHI",1926,-1.44791539792977,1926,0
"318",1922,"PIT",1926,0.900676849190108,1926,1
"319",1922,"SFG",1926,0.881949466984059,1926,2.6
"320",1922,"STL",1926,0.196823630625261,1926,1
"321",1923,"ATL",1927,-1.14363242545021,1927,0
"322",1923,"BAL",1927,-0.418027797921637,1927,0
"323",1923,"BOS",1927,-1.62942587218001,1927,0
"324",1923,"CHC",1927,0.205251917990413,1927,0
"325",1923,"CHW",1927,-0.231794679969536,1927,0
"326",1923,"CIN",1927,0.510887518255282,1927,0
"327",1923,"CLE",1927,-0.11043668403603,1927,0
"328",1923,"DET",1927,0.41010904523901,1927,0
"329",1923,"LAD",1927,-0.138924753278687,1927,0
"330",1923,"MIN",1927,0.694193172472263,1927,1.8
"331",1923,"NYY",1927,0.991330784255772,1927,2.8
"332",1923,"OAK",1927,0.264857025762236,1927,0
"333",1923,"PHI",1927,-1.43555521281845,1927,0
"334",1923,"PIT",1927,0.974987419812564,1927,1.8
"335",1923,"SFG",1927,0.808246281846197,1927,1.6
"336",1923,"STL",1927,0.247934260020827,1927,1
"337",1924,"ATL",1928,-1.12147541365622,1928,0
"338",1924,"BAL",1928,-0.318375681517136,1928,0
"339",1924,"BOS",1928,-1.6286352521235,1928,0
"340",1924,"CHC",1928,0.277432959303859,1928,0
"341",1924,"CHW",1928,-0.174606662742025,1928,0
"342",1924,"CIN",1928,0.31620143439864,1928,0
"343",1924,"CLE",1928,-0.358467823386889,1928,0
"344",1924,"DET",1928,0.216751371772275,1928,0
"345",1924,"LAD",1928,-0.126193450813027,1928,0
"346",1924,"MIN",1928,0.698431655102525,1928,1.8
"347",1924,"NYY",1928,0.960000892856552,1928,2.8
"348",1924,"OAK",1928,0.622219242306473,1928,0
"349",1924,"PHI",1928,-1.43582431885387,1928,0
"350",1924,"PIT",1928,0.919507479297057,1928,1.8
"351",1924,"SFG",1928,0.72834760791642,1928,0.8
"352",1924,"STL",1928,0.424685960138862,1928,1.8
"353",1925,"ATL",1929,-1.06492525496599,1929,0
"354",1925,"BAL",1929,-0.242517566160536,1929,0
"355",1925,"BOS",1929,-1.75128220278659,1929,0
"356",1925,"CHC",1929,0.522985778610516,1929,0.8
"357",1925,"CHW",1929,-0.26799075584009,1929,0
"358",1925,"CIN",1929,0.0710731075307128,1929,0
"359",1925,"CLE",1929,-0.149795610249178,1929,0
"360",1925,"DET",1929,-0.0153292605470143,1929,0
"361",1925,"LAD",1929,-0.447420142313582,1929,0
"362",1925,"MIN",1929,0.391610144636788,1929,0.8
"363",1925,"NYY",1929,0.942640489573346,1929,2.8
"364",1925,"OAK",1929,1.10277991312415,1929,1
"365",1925,"PHI",1929,-1.1929117977018,1929,0
"366",1925,"PIT",1929,0.887289399483641,1929,1.8
"367",1925,"SFG",1929,0.5939357743731,1929,0
"368",1925,"STL",1929,0.619857983232543,1929,1.8
"369",1926,"ATL",1930,-1.04876095030157,1930,0
"370",1926,"BAL",1930,-0.499949850535558,1930,0
"371",1926,"BOS",1930,-1.59072429024462,1930,0
"372",1926,"CHC",1930,0.829495183748041,1930,0.8
"373",1926,"CHW",1930,-0.502108621449087,1930,0
"374",1926,"CIN",1930,-0.218047851327167,1930,0
"375",1926,"CLE",1930,0.0080635553958649,1930,0
"376",1926,"DET",1930,-0.114707643687245,1930,0
"377",1926,"LAD",1930,-0.192436141169012,1930,0
"378",1926,"MIN",1930,0.291591826650579,1930,0
"379",1926,"NYY",1930,1.18126545046375,1930,2.8
"380",1926,"OAK",1930,1.23668472515718,1930,2
"381",1926,"PHI",1930,-1.37589373049734,1930,0
"382",1926,"PIT",1930,0.623291207776259,1930,0.8
"383",1926,"SFG",1930,0.567338401940895,1930,0
"384",1926,"STL",1930,0.804898728079038,1930,2.6
"385",1927,"ATL",1931,-1.04224423388849,1931,0
"386",1927,"BAL",1931,-0.442746975857363,1931,0
"387",1927,"BOS",1931,-1.29363978983611,1931,0
"388",1927,"CHC",1931,0.83133122800647,1931,0.8
"389",1927,"CHW",1931,-0.831118219820411,1931,0
"390",1927,"CIN",1931,-0.61689718831786,1931,0
"391",1927,"CLE",1931,-0.158972119417986,1931,0
"392",1927,"DET",1931,-0.350289676364634,1931,0
"393",1927,"LAD",1931,-0.0790659061838916,1931,0
"394",1927,"MIN",1931,0.40822614031735,1931,0
"395",1927,"NYY",1931,1.16499486968942,1931,2
"396",1927,"OAK",1931,1.5074714242623,1931,2.8
"397",1927,"PHI",1931,-1.21848870732757,1931,0
"398",1927,"PIT",1931,0.482183696114298,1931,0.8
"399",1927,"SFG",1931,0.732441750512627,1931,0
"400",1927,"STL",1931,0.906813708111871,1931,2.6
"401",1928,"ATL",1932,-0.844987129827915,1932,0
"402",1928,"BAL",1932,-0.399515293164337,1932,0
"403",1928,"BOS",1932,-1.39421604506553,1932,0
"404",1928,"CHC",1932,0.892384073570421,1932,1.6
"405",1928,"CHW",1932,-1.08111160585628,1932,0
"406",1928,"CIN",1932,-0.794756190864454,1932,0
"407",1928,"CLE",1932,0.0869890123769217,1932,0
"408",1928,"DET",1932,-0.420062310941345,1932,0
"409",1928,"LAD",1932,0.107512885375462,1932,0
"410",1928,"MIN",1932,0.504770141305802,1932,0
"411",1928,"NYY",1932,1.13716499732274,1932,2
"412",1928,"OAK",1932,1.54624598671158,1932,2.8
"413",1928,"PHI",1932,-0.905001482604491,1932,0
"414",1928,"PIT",1932,0.391515265591246,1932,0
"415",1928,"SFG",1932,0.499347869235466,1932,0
"416",1928,"STL",1932,0.67371982683471,1932,2.6
"417",1929,"ATL",1933,-0.432293128654805,1933,0
"418",1929,"BAL",1933,-0.77459647364808,1933,0
"419",1929,"BOS",1933,-1.36114532681128,1933,0
"420",1929,"CHC",1933,0.876547525594119,1933,1.6
"421",1929,"CHW",1933,-1.16145687981805,1933,0
"422",1929,"CIN",1933,-1.07883565244943,1933,0
"423",1929,"CLE",1933,0.241618214470412,1933,0
"424",1929,"DET",1933,-0.334704077920946,1933,0
"425",1929,"LAD",1933,-0.0604389113805735,1933,0
"426",1929,"MIN",1933,0.867880826541246,1933,0.8
"427",1929,"NYY",1933,1.08057862230802,1933,1
"428",1929,"OAK",1933,1.34501080483324,1933,2.8
"429",1929,"PHI",1933,-0.755119576029745,1933,0
"430",1929,"PIT",1933,0.459890044304713,1933,0
"431",1929,"SFG",1933,0.5351227863182,1933,1
"432",1929,"STL",1933,0.55194120234296,1933,1.8
"433",1930,"ATL",1934,-0.112922997806267,1934,0
"434",1930,"BAL",1934,-0.929291592353977,1934,0
"435",1930,"BOS",1934,-1.09653939180577,1934,0
"436",1930,"CHC",1934,0.694715388073866,1934,0.8
"437",1930,"CHW",1934,-1.2097252142413,1934,0
"438",1930,"CIN",1934,-1.2409171710031,1934,0
"439",1930,"CLE",1934,0.291697237655365,1934,0
"440",1930,"DET",1934,0.081462606834099,1934,0.8
"441",1930,"LAD",1934,-0.0335797332263375,1934,0
"442",1930,"MIN",1934,0.815450239227196,1934,0.8
"443",1930,"NYY",1934,1.1466136302295,1934,1
"444",1930,"OAK",1934,0.843163077143601,1934,1.8
"445",1930,"PHI",1934,-0.937319332210731,1934,0
"446",1930,"PIT",1934,0.266386714492313,1934,0
"447",1930,"SFG",1934,0.645801601492249,1934,1
"448",1930,"STL",1934,0.775004937499303,1934,2.8
"449",1931,"ATL",1935,-0.489494964024746,1935,0
"450",1931,"BAL",1935,-0.898571696731869,1935,0
"451",1931,"BOS",1935,-0.752352586943131,1935,0
"452",1931,"CHC",1935,0.818302804215493,1935,1.6
"453",1931,"CHW",1935,-1.04324136467233,1935,0
"454",1931,"CIN",1935,-1.10912343640634,1935,0
"455",1931,"CLE",1935,0.311214308880368,1935,0
"456",1931,"DET",1935,0.31271375865456,1935,1.8
"457",1931,"LAD",1935,-0.225137752926374,1935,0
"458",1931,"MIN",1935,0.484174327557789,1935,0.8
"459",1931,"NYY",1935,1.18728047575805,1935,1
"460",1931,"OAK",1935,0.298835105537899,1935,0.8
"461",1931,"PHI",1935,-0.76424558593758,1935,0
"462",1931,"PIT",1935,0.347674582026837,1935,0
"463",1931,"SFG",1935,0.698031818678206,1935,1
"464",1931,"STL",1935,0.82394020633317,1935,2
"465",1932,"ATL",1936,-0.415968848023462,1936,0
"466",1932,"BAL",1936,-1.01604985569146,1936,0
"467",1932,"BOS",1936,-0.610486346003444,1936,0
"468",1932,"CHC",1936,0.876686994818772,1936,1.6
"469",1932,"CHW",1936,-0.725409502134217,1936,0
"470",1932,"CIN",1936,-0.917741205240198,1936,0
"471",1932,"CLE",1936,0.342180848564586,1936,0
"472",1932,"DET",1936,0.597705386626388,1936,1.8
"473",1932,"LAD",1936,-0.395406106707865,1936,0
"474",1932,"MIN",1936,0.370889654666198,1936,0.8
"475",1932,"NYY",1936,1.33978533992107,1936,2
"476",1932,"OAK",1936,-0.421428452346263,1936,0
"477",1932,"PHI",1936,-0.962442867392186,1936,0
"478",1932,"PIT",1936,0.473887620814465,1936,0
"479",1932,"SFG",1936,0.791915899653603,1936,1.8
"480",1932,"STL",1936,0.671881438474015,1936,1
"481",1933,"ATL",1937,-0.38984511445855,1937,0
"482",1933,"BAL",1937,-1.22837815543374,1937,0
"483",1933,"BOS",1937,-0.169884747164257,1937,0
"484",1933,"CHC",1937,0.920442508030086,1937,0.8
"485",1933,"CHW",1937,-0.282321591364358,1937,0
"486",1933,"CIN",1937,-0.972130644925197,1937,0
"487",1933,"CLE",1937,0.298979812567614,1937,0
"488",1933,"DET",1937,0.758107209965586,1937,1.8
"489",1933,"LAD",1937,-0.62476501158469,1937,0
"490",1933,"MIN",1937,0.13425860318744,1937,0.8
"491",1933,"NYY",1937,1.29262723989639,1937,2
"492",1933,"OAK",1937,-0.902540527768815,1937,0
"493",1933,"PHI",1937,-1.16855538730779,1937,0
"494",1933,"PIT",1937,0.479251281348828,1937,0
"495",1933,"SFG",1937,1.07310788633847,1937,2.6
"496",1933,"STL",1937,0.781646638672983,1937,1
"497",1934,"ATL",1938,-0.473403223398935,1938,0
"498",1934,"BAL",1938,-1.18962972392644,1938,0
"499",1934,"BOS",1938,0.193376032638628,1938,0
